Milepoint,elevation_feet,DataPoint,Section,State_Prefix,State
1418.2,3070,Slant across a major straight road,N18,Northern,California
1419.5,2995,South edge of Arkright Flat,N18,Northern,California
1419.9,3005,cross a nearby toad,N19,Northern,California
1421.1,3010,Rim of Lake Road,N19,Northern,California
1422.6,2995,Highway 89,N19,Northern,California
1423,2970,Large backpackers camp,N19,Northern,California
1423.6,2950,Burney Falls broad path to a parking area on Clark Creek Road,N19,Northern,California
1425.5,2760,Lake Brittons dam,O1,Northern,California
1428.4,2930,Meet a jeep road,O2,Northern,California
1429,2980,Rock Creek,O2,Northern,California
1429.4,3100,Road 37NO2,O2,Northern,California
1433.7,4480,Cross a road,O3,Northern,California
1435.1,4660,Old clearcut,O3,Northern,California
1437.7,4760,Peavine Creek,O3,Northern,California
1439.3,5200,Crackling powerlines,O3,Northern,California
1440.5,5380,Road junction at south base of Red Mountain,O3,Northern,California
1441.3,5410,Road 38N 10,O3,Northern,California
1442,5290,Another spur road,O4,Northern,California
1444.1,5060,Junction of two roads to Deadman Creek,O4,Northern,California
1444.3,5140,Road 38N 10,O4,Northern,California
1445.7,5150,Descend to a logging road,O4,Northern,California
1447.5,5390,Descend to a spot with a view,O4,Northern,California
1449.7,5110,Cross a descending road down to a pond,O4,Northern,California
1451.3,5070,Back to Road 38N 10 just before Bartle Gap,O4,Northern,California
1451.7,5190,Cross Road 39N90,O4,Northern,California
1453,5440,Springs at Moosehead Creeks headwaters,O5,Northern,California
1455.3,6080,Rocky point with a view,O5,Northern,California
1456.7,6120,Cross Road 38NlO,O5,Northern,California
1457.8,5580,Tate Creek resume at a junction with Road 38NlO,O5,Northern,California
1459.3,5610,Recross Road 38NlO,O6,Northern,California
1460.4,5440,Alder Creek Trail,O6,Northern,California
1462.5,5540,Grizzly Peak Road before Pigeon Hill,O6,Northern,California
1463.1,5420,Recross Grizzly Peak Road,O6,Northern,California
1465.7,5640,South ridge of Grizzly Peak Lookout Road,O6,Northern,California
1467.8,4700,Deer Creek,O7,Northern,California
1469.2,4360,Side canyon with refreshing creek,O7,Northern,California
1472.4,3300,Butcherknife Creek,O7,Northern,California
1474.5,3000,Dry Doodlebug Gulch,O7,Northern,California
1475.8,2404,McCloud-Big Bend Road,O7,Northern,California
1476,2390,Ash Camp,O8,Northern,California
1478.1,2320,Fitzhugh Gulch Creek,O8,Northern,California
1478.5,2400,Ah-DI-Na Campground road Road 38N53,O8,Northern,California
1481.6,3380,Bald Mountain Road,O8,Northern,California
1482.4,3520,Climb to another road,O8,Northern,California
1484.3,3880,top a ridge saddle,O8,Northern,California
1486.4,3030,Trough Creek,O9,Northern,California
1489.6,2580,Squaw Valley Creek,O9,Northern,California
1490.5,3059,Southwest to a deep saddle,O9,Northern,California
1495.3,4600,Girard Ridge Road,O10,Northern,California
1497.1,4640,Northwest-descending r~dge,O10,Northern,California
1498.9,4330,Switchback on a prominent ridge,O10,Northern,California
1500.2,4050,Fall Creek,O10,Northern,California
1501.7,3770,Cross a road and enter Castle Crags State Park,O11,Northern,California
1504.9,2420,Reach a closed road,O11,Northern,California
1505.8,2180,Paved Riverside Road,O11,Northern,California
1506.5,2130,Interstate 5 near Castle Crags State Park locked gate,O11,Northern,California
1507,2420,Junction with Kettlebelly Trail,P1,Northern,California
1508.3,2590,Root Creek trail,P1,Northern,California
1508.4,2590,Leave Boot Creek Trail,P1,Northern,California
1508.5,2650,Powerline saddle,PI,Northern,California
1509,2820,Bobs Hat Trail,P1,Northern,California
1510,2875,Winton Canyon creek,P1,Northern,California
1513.1,2750,Sulphur Creek,P2,Northern,California
1513.7,3040,Dog Trail,P2,Northern,California
1515.5,3110,North Fork tributary,P2,Northern,California
1516.5,3370,Section 31 tributary of North Fork Castle Creek water upstream,P2,Northern,California
1520.1,5620,Forested saddle just beyond north boundary of Castle Crags State Park,P2,Northern,California
1520.5,5750,Cascading creek,P2,Northern,California
1521.5,5840,Densely vegetated creeklet,P2,Northern,California
1522.2,5983,west over to crest saddle 5983 water about 0.5m NW cross-country,P2,Northern,California
1524.2,6320,Ridge,P2,Northern,California
1524.7,6500,Soapstone trail,P2,Northern,California
1525.2,6670,Peak 6835s South ridge,P2,Northern,California
1528.9,6780,Trinity Divide,P4,Northern,California
1531.2,6460,Road 40N30,P4,Northern,California
1532,6550,Road 40N45,P4,Northern,California
1534.1,6770,Major saddle,P4,Northern,California
1534.5,6880,SPring,P4,Northern,California
1536.3,7130,East-dropping ridge with view of Lake Siskiyou,P5,Northern,California
1536.8,7220,Junction to beautiful Porcupine Lake,P5,Northern,California
1537.1,7300,Climbs to a crest junction to Toad Lake,P5,Northern,California
1538,7420,Trail 6WO6,P5,Northern,California
1538.9,7620,Minor gap on the east ridge,P5,Northern,California
1540.1,7440,Trail intersection on a saddle,P5,Northern,California
1542.2,7250,Spur trail to Deadfall Lake,P5,Northern,California
1542.5,7230,Cross Deadfall Lakes Trail,P5,Northern,California
1543.9,7080,Gully with a permanent spring,P5,Northern,California
1545.5,6830,Parks Creek Road 42N 17 shallow crest saddle,P6,Northern,California
1548.5,6770,Cross an old trail by a small meadows edge,P6,Northern,California
1550.1,6650,Tops out on an adjacent ridge,P6,Northern,California
1551.8,6650,Chilcoot Creek spring-fed creeklet nearby,P6,Northern,California
1553.9,7100,Bull Lake crest saddle meet old Sisson-Callahan Trail,P6,Northern,California
1555.5,6770,Secondary crest saddle,P7,Northern,California
1556.4,6480,Two trail junctions Little Trinity River Trail 7W01 and Sisson Trail,P7,Northern,California
1557.7,6160,Next saddle after Peak 6857,P7,Northern,California
1558.6,6030,Descend to another saddle,P7,Northern,California
1559.9,6080,Meet two springs,P8,Northern,California
1561,6100,Cross a secondary ridge,P8,Northern,California
1561.7,6110,Masterson Meadow trail,P8,Northern,California
1561.9,6130,Grouse Creek Trail,P8,Northern,California
1563,6180,Masterson Meadow Lake seasonal creek,P8,Northern,California
1564.3,6170,Rocky knoll on a ridge,P8,Northern,California
1565.6,5790,Trail switchbacks,P8,Northern,California
1566.2,5401,Highway 3 at Scott Mountain Summit,P8,Northern,California
1569,6370,Enter Trinity Alps Wilderness,P9,Northern,California
1570.1,6630,Shallow crest gap,P9,Northern,California
1570.9,6440,Spring,P9,Northern,California
1572.1,6210,Road 40N63,P9,Northern,California
1572.3,6240,Mosquito Lake creek,P9,Northern,California
1572.8,6460,Summer camps primitive trail,P9,Northern,California
1574.3,7020,Junction to E. Boulder LakeMarshy Lakes,P1,Northern,California
1575.6,7240,Edge of talus slope,P9,Northern,California
1576.5,7400,Fast end of a windswept crest,P9,Northern,California
1576.9,7260,Another meadowspring-fed creeklet,P10,Northern,California
1577.8,7160,North end of a crest saddle Junction with Bloody Run Trail 8W04,P10,Northern,California
1578.4,7300,On the crest with view of West Boulder Creek canyon,P10,Northern,California
1578.8,7190,Sage-covered crest saddle,P10,Northern,California
1580,7170,Junction with Trail 8WO5,P10,Northern,California
1580.3,7230,Crest junction with Trail 8VV07 near Section Line Lake,P10,Northern,California
1581.7,6850,Swath of alders,P10,Northern,California
1582.9,6780,Crest saddle with trail9W01,P11,Northern,California
1583,6780,Saddles west end another branch of Trail 9WO1,P11,Northern,California
1583.5,6660,Narrow crest,P11,Northern,California
1585,5810,South Fork Lakes Trail 9W1 3,P11,Northern,California
1585.2,5780,South Fork Scott River,P11,Northern,California
1585.7,5880,Alder-lined creeklet,P11,Northern,California
1586.1,6160,Forest Highway 93 at Carter Meadows Summit,P11,Northern,California
1587.2,6660,Crest saddle with views of South Fork Lakes canyon,P11,Northern,California
1588.9,6910,Under a crest saddle,P11,Northern,California
1591.2,6940,Climb to a jeep trail,P13,Northern,California
1591.4,7030,Jeep trail to Siphon Lake,P13,Northern,California
1593.2,6940,Bingham Lakes outlet creek under boulders,P13,Northern,California
1595.5,6700,Alder-choked creek,P13,Northern,California
1596,6700,Blakes Fork creek Linder boulders,P13,Northern,California
1597.1,6930,Curve northeast 250 feet below Statue Lake water from creek,P13,Northern,California
1598.2,6710,Trail 9VV09,P14,Northern,California
1600.4,6460,Paynes Lake Creek,P14,Northern,California
1601.1,6620,Glacial bowl,P14,Northern,California
1602.6,6970,Junction to Taylor Lake,P14,Northern,California
1604.6,6910,Jeep-road Junction to Upper Ruffey Lake,P14,Northern,California
1606.3,5960,Somes Bar-Etna Road at Etna Summit,P14,Northern,California
1610,6690,Southeast end of Razor Ridge,Q1,Northern,California
1611,6450,Cross a more persistent creeklet,Q1,Northern,California
1613,6170,Reach another creek,Q2,Northern,California
1613.9,6290,Headwaters of Babs Fork Kiddler Creek,Q2,Northern,California
1615.3,6430,Saddle just north of Peak 6667,Q2,Northern,California
1617,6150,Shelly Lakes outlet creek,Q2,Northern,California
1617.3,6220,Junction with Shelly Meadows Trail,Q2,Northern,California
1617.5,6340,Shelly Fork TrailShelly Meadows Trail,Q2,Northern,California
1619.7,6410,Saddle below Peak 7109,Q3,Northern,California
1620,6190,Creeklet with campsites,Q3,Northern,California
1620.4,6220,Fisher Lake,Q3,Northern,California
1620.7,6360,Marten Lake,Q3,Northern,California
1621.9,6560,junction to older PCT route to Kidder Lake Trail,Q3,Northern,California
1622.4,6870,Conspicuous saddle,Q3,Northern,California
1623.5,7180,Junction with older PCT segment,Q3,Northern,California
1625.2,6590,Saddle meet Shackleford Creek Trail,Q4,Northern,California
1626.8,6310,Junction to Bed Rock Valley TrailCold Springs,Q5,Northern,California
1627.1,6370,Second set of trails to Red Rock Valley Trailwest Cold Spring Trail,Q5,Northern,California
1627.4,6480,Shadow Lake Trail,Q5,Northern,California
1628,6580,Soft Water Spring,Q5,Northern,California
1628.9,6400,Junction to Sky High Valley Trail,Q5,Northern,California
1629.4,6232,Junction to Big Elk Lake,Q5,Northern,California
1630.4,5700,Marble Valley Guard StationCanyon Creek Trail,Q5,Northern,California
1630.7,5840,Marble Gap Trail water nearby,Q5,Northern,California
1632.9,6640,Junction to Big Rock Camp,Q5,Northern,California
1633.3,6650,jumpoff a low point on a narrow crest,Q5,Northern,California
1635.5,6190,Notch in southwest end of Cayenne Ridge,Q6,Northern,California
1635.7,6130,Paradise Lake,Q6,Northern,California
1637.3,6580,Junction to Bear LakeTurk Lake,Q6,Northern,California
1638,6800,Big Ridge Cutoff Trail views,Q6,Northern,California
1641.3,6570,Buckhorn Spring,Q6,Northern,California
1641.6,6300,Small flat with tiny pond,Q7,Northern,California
1642.6,6020,Huckleberry Mountain Trail,Q7,Northern,California
1644.1,5300,Cross a good road,Q7,Northern,California
1645.1,4800,Cross another good road,Q7,Northern,California
1646,4370,Last logging road crossing,Q7,Northern,California
1648,3200,Grider Creek Trail at Road 46N72Cold Spring creek,Q7,Northern,California
1648.8,2870,Footbridge across Grider Creek,Q7,Northern,California
1650.1,2640,Second footbridge across Grider Creek,Q7,Northern,California
1651.8,2330,Third footbridge across Grider Creek,Q8,Northern,California
1652.2,2280,Bark Shanty Creek,Q8,Northern,California
1654,1920,Junction with Old Grider Creek Trail,Q8,Northern,California
1655.6,1700,Grider Creek Trail at Grider Creek Campground,Q8,Northern,California
1655.9,1680,Road 46N66,Q8,Northern,California
1656.7,1520,Last bridge across Grider Creek,Q8,Northern,California
1658.2,1400,Junction with a spur road,Q9,Northern,California
1660.6,1435,Highway 96,Q9,Northern,California
1661.1,1430,Klamath River,Q9,Northern,California
1662.1,1371,Highway 96 at Seiad Valley,Q9,Northern,California
1662.6,1380,School House Gulch,R1,Northern,California
1662.9,1380,Lower Devils Peak Lookout Trail I2WO4,R1,Northern,California
1663.1,1600,Junction to a trail paralleling Highway 96,R1,Northern,California
1663.8,1900,Fern Spring,R1,Northern,California
1668.4,4800,Lookout Spring,R1,Northern,California
1668.6,5020,Lower Devils Peak saddle,R1,Northern,California
1669.2,5170,Darkey Creek Trail,R1,Northern,California
1670.2,5820,Upper Devils Peaks western arm,R1,Northern,California
1671.4,5760,Portuguese Creek Trail 12WO3,R1,Northern,California
1671.7,5940,Boundary Trail 1 2VV47,R1,Northern,California
1672.5,5760,Spring in spongy ground,R1,Northern,California
1673,5900,Kangaroo Mountains east ridge,R1,Northern,California
1673.2,5900,Spur trail to a jeep road,R1,Northern,California
1674.2,5710,Cross the jeep road,R1,Northern,California
1674.7,5900,Junction with Horse Camp Trail 958 to Echo Lake,R1,Northern,California
1677.2,4770,Cook and Green Pass,R2,Northern,California
1680,6080,Trail 11 N02,R2,Northern,California
1682.2,6040,Horse Creek Trail I I W0 1,R2,Northern,California
1682.5,6040,Junction to Lowdens Cabin site,R3,Northern,California
1684.5,5950,Junction with the old PCT,R3,Northern,California
1686.9,6310,Road 47N81,R3,Northern,California
1690,6630,Junction to Buckhorn CampAlex Hole Camp entrance,R4,Northern,California
1692.3,6730,Mud Springs spur road,R5,Northern,California
1693.9,6250,Road 40SO1,R5,Northern,California
1694.7,5930,Road north of Bearground Spring,R5,Northern,California
1696,5317,Wards Fork Gap,R5,Northern,California
1697.5,5600,Bridge over Donomore Creek,R5,Northern,California
1698.8,6080,California-Oregon Border!!!,A6,,Oregon
1698.9,6210,Logglng road saddlecross Road 2025 R,A6,,Oregon
1700.5,6750,West ridge of twin topped Observation Peak,A6,,Oregon
1701.7,7030,Observation Gap,A6,,Oregon
1702.9,7040,Jackson Gap,A6,,Oregon
1703.2,6920,Spur road to Sheep Camp Spring wR,A6,,Oregon
1705.5,6496,Wrangle Gap,A7,,Oregon
1709.3,5890,Siskiyou Gap,A8,,Oregon
1709.6,5800,Cross Road 40SI2 R,A8,,Oregon
1710.9,5880,5-way road junction on Long John Saddle R,A8,,Oregon
1713,6710,Open crest saddle,A8,,Oregon
1713.8,6900,Cross a spur road,A8,,Oregon
1714.9,7030,Another saddle,A9,,Oregon
1715.9,6630,Grouse Gap Road 40S30,A9,,Oregon
1717.8,6480,Cross Road 40S15 to Mt. Ashland Campground,A9,,Oregon
1719.3,6160,Cross Road 20,A9,,Oregon
1719.7,6060,Road 2080,A9,,Oregon
1721.2,5490,Saddle below the Ashland Inn water at the inn,A10,,Oregon
1722,5110,Another saddle,A10,,Oregon
1722.8,4990,Another saddle with 4 roads,A10,,Oregon
1724.9,4880,Spring-fed gully,A10,,Oregon
1725.3,4610,Road past a spring fed gully,A10,,Oregon
1725.4,4470,Cross another road,A10,,Oregon
1725.5,4360,Cross a third road,A10,,Oregon
1726.3,4250,Path ends at abandoned segment of old Highway 99,A10,,Oregon
1726.6,4240,Highway 99 just below Interstate 5 rear Mt. Ashland Road 20,A10,,Oregon
1727.1,4380,Resumption of PCT after I5,B1,,Oregon
1728,4490,Reach a spring,B1,,Oregon
1729.3,4420,Major intersection,B1,,Oregon
1731,5080,Atop a broad saddle,B1,,Oregon
1731.2,5120,Cross upper Pilot Rock Jeep Road,B1,,Oregon
1732.1,5160,Reach the first gate,B1,,Oregon
1732.8,4990,Crest saddle,B1,,Oregon
1734,5020,North to a crest,B2,,Oregon
1734.2,5040,Trails resumption on left,B2,,Oregon
1735,5270,Cross the jeep road second time,B2,,Oregon
1736.2,5290,Very refreshing fenced-in spring,B2,,Oregon
1736.5,5140,Descend northeast to a saddle,B2,,Oregon
1737.4,5550,South slope of Little Pilot Peak,B2,,Oregon
1737.5,5550,Dips to north side of a saddle,B2,,Oregon
1738.3,5550,Spring-fed tub 80 yards northwest down from the trail,B2,,Oregon
1738.5,5560,Meet an old trail,B2,,Oregon
1739.1,5420,Shaded saddle,B2,,Oregon
1739.6,5300,Soda Springs Road,B3,,Oregon
1740.5,5220,Hobart Bluff spur trail,B3,,Oregon
1743.9,4551,Highway 66 at Green Springs Summit,B3,,Oregon
1745.3,4700,Road 100-90,B5,,Oregon
1745.8,4840,Greensprings Mountain Road,B5,,Oregon
1746.5,4940,Cross a spur road,B4,,Oregon
1747.1,4800,Water faucet (may be gone) fed by an uphill spring,B4,,Oregon
1747.6,4600,Ashland lateral canal dry gully,B4,,Oregon
1748.5,4670,Second gully meets a trail to Little Hyatt Reservoir,B5,,Oregon
1748.7,4610,Hyatt Lake Recreation Road 100-90,B5,,Oregon
1750.2,5090,Hyatt Lake Campground spur trail past old roads to a toad fork,B5,,Oregon
1752.3,5100,Road 39-3E-15,B5,,Oregon
1753.2,5090,Wildcat Glades Road 39-3E-,B5,,Oregon
1753.4,5100,Cross an older road to Wildcat Glades and reach a seeping creek,B5,,Oregon
1754.4,5540,Reaches the main summit,B5,,Oregon
1754.9,5310,Almost touch a saddle,B6,,Oregon
1756.9,4620,Cross a road that climbs southwest to a rock quarry,B6,,Oregon
1757,4620,Junction to Soda Creek,B6,,Oregon
1757.2,4620,Secondary road climbs east,B6,,Oregon
1758.1,4670,Cross a little-used road to Klum Landing Campground,B6,,Oregon
1758.3,4610,Drops northeast to a well-maintained road,B6,,Oregon
1758.8,4440,Grizzly Creek-,B6,,Oregon
1759.2,4580,Moon Prairie Road,B6,,Oregon
1760,4720,Keno Access Road,B6,,Oregon
1760.2,4790,Old road before the newer logging road,B6,,Oregon
1760.8,4960,Brush Mountain Road,B7,,Oregon
1762.3,5480,Old logging road,B7,,Oregon
1762.8,5640,Approach Griffin Pass Road 2520 R,B7,,Oregon
1763,5670,Parallel Road 2520 to a crossingeast to Big Springs creeklet,B7,,Oregon
1764.7,6190,Rogue River National Forest boundary,B7,,Oregon
1765.7,5880,Faint spur trail to Road 650,B8,,Oregon
1766.9,5390,Cross a closed road,B8,,Oregon
1769.1,5360,Dead Indian Road,B8,,Oregon
1770.8,5330,Junction to Brown Mountain Shelter,B8,,Oregon
1771,5270,Cross Road 3720-740,B8,,Oregon
1773.2,5180,South Fork Little Butte Creek,B9,,Oregon
1774.6,5210,Minor ridge,B9,,Oregon
1780.4,4940,Fish Lake Trail 1014,B9,,Oregon
1780.6,4980,Highway 140 near Fish Lake,B9,,Oregon
1780.9,5100,Junction to large trailhead parking lot,C1,,Oregon
1784.9,6110,Mt. McLoughlin Trail 3716,C1,,Oregon
1785.1,6190,Freye Lake spur trail,C1,,Oregon
1785.3,6240,Leave Mt. McLoughlin Trailwestbound,C1,,Oregon
1789,5840,Twin Ponds Trail to Summit Lake,C3,,Oregon
1790.6,6100,Cat Hill Way Trail 992,C3,,Oregon
1792.2,6300,Broad saddle,C4,,Oregon
1793.4,6240,Another saddle junction to Christis Spring,C4,,Oregon
1794.5,6020,Red Lake Trail 987,C4,,Oregon
1797.2,6070,No Name Trail,C5,,Oregon
1798.2,6140,Sky Lakes Trail 3762,C5,,Oregon
1800.7,6600,Spur trail to overlook,C5,,Oregon
1801.7,6585,Wickiup Trail 9863728,C5,,Oregon
1802.9,6840,Divide Trail 3717,C5,,Oregon
1803.9,6600,Hemlock Lake Trail 985,C5,,Oregon
1804.1,6670,Snow Lakes Trail 3739,C6,,Oregon
1805.8,7210,Devils Peak Trail 984,C6,,Oregon
1806,7190,Abandoned segment of Devils Peak Trail,C6,,Oregon
1806.5,7320,Devils PeakLee Peak saddle,C6,,Oregon
1808.9,6250,Junction to Seven Lakes Trail 981,C6,,Oregon
1809.6,6130,Sevenmile Trail 3703,C6,,Oregon
1810.1,5980,Honeymoon Creek,C6,,Oregon
1812.2,5760,Leave Sevenmile Trail,C7,,Oregon
1812.4,5750,Meet Middle Fork Basin Trail to Ranger Springs,C7,,Oregon
1813.4,6020,Junction with Big Bunchgrass Trail 1089A,C7,,Oregon
1814.3,6380,McKie Camp Trail 1089,C7,,Oregon
1817,6190,Jack Spring spur trail,C7,,Oregon
1819.4,6040,Abandoned Dry Creek Trail 3701,C8,,Oregon
1819.6,6050,South end of Stuart Falls Trail 1078,C8,,Oregon
1825.2,6290,Second old closed road,C8,,Oregon
1827.6,6550,Top of narrow open flat,C8,,Oregon
1830.4,6108,Highway 62 close to Mazama Campground,C9,,Oregon
1831.2,6310,Second fault-line gully,C9,,Oregon
1831.8,6130,Descend to a closed road,C9,,Oregon
1832.5,6080,Dutton Creek,C9,,Oregon
1834.9,7075,Crater Lake Rim Village Junction,C10,,Oregon
1836.4,7050,Discovery Point,C10,,Oregon
1837.2,7172,Junction to Lightning Spring,C10,,Oregon
1838.6,7600,Wizard Island Overlook,C11,,Oregon
1841,7260,Cross Rim Drive,C12,,Oregon
1843.7,6510,Junction with PCT equestrian route,C12,,Oregon
1846.6,5985,Walk east to a road fork and branch northeast,C13,,Oregon
1847.9,6150,Back on trail tread,C13,,Oregon
1850.6,5942,North boundary of Crater Lake National Park,C13,,Oregon
1852.5,5920,Highway 138 near the Cascade crest,C13,,Oregon
1852.6,5910,South end of North Crater Trail 1410,D1,,Oregon
1853.1,5935,Old abandoned Summit Road,D1,,Oregon
1858.4,7260,Mt. Thielsen Trail,D3,,Oregon
1858.7,7330,New Mt. Thielsen Trail 1456,D3,,Oregon
1859.7,7370,Head to northwest ridge,D3,,Oregon
1860.8,6930,Thielsen Creek,D3,,Oregon
1860.9,6960,Thielsen Creek Trail 1449,D3,,Oregon
1864,7320,Junction with Howlock Mountain Trail 1448,D3,,Oregon
1864.4,7435,Climb to a crest saddle,D4,,Oregon
1865.7,7560,Highest point in Oregon-Washington PCT segment,D4,,Oregon
1866.5,7300,Northeast of saddle past Tipsoo Peak,D4,,Oregon
1870.8,6190,Maidu Lake Trail 3725A,D5,,Oregon
1872.1,6490,Crossing of county-line ridge,D7,,Oregon
1874.4,6470,Descend to a crest saddle,D7,,Oregon
1876.3,6300,Diagonal northeast to a saddle,D6,,Oregon
1877,6190,Tolo Camp junction to Six Horse Spring,D6,,Oregon
1877.6,6325,Traverse over to another saddle,D6,,Oregon
1878.9,6610,Tenas Trail 1445,D8,,Oregon
1882.6,5845,Spur trail to parking area by old Cascade Lakes Road,D8,,Oregon
1882.9,5820,Windigo Pass new Cascade Lakes Road 60 water cross country 0.1 m E,D8,,Oregon
1885.2,6620,Minor crest saddle to lakelet,D8,,Oregon
1886.8,7100,saddle by southwest ridge of Cowhorn Mountain,D8,,Oregon
1889.9,6380,Stagnant pool,D9,,Oregon
1894,5560,Summit Lakes south shore,D9,,Oregon
1894.2,5570,Road 700,D9,,Oregon
1895.6,5590,Road 6010 near Summit Lake Campground,D9,,Oregon
1896.7,5670,Leaving west shore of last unmapped lake,D9,,Oregon
1897.6,5860,South shore of one accessible lake,D9,,Oregon
1900.4,6560,Northwest Lip a switchback plenty of ponds north on PCT,D11,,Oregon
1907.6,6030,North shore of a green unnamed lake plenty of ponds south on PCT,D11,,Oregon
1908.2,5840,Descend to even larger lake,D11,,Oregon
1910.7,5370,Junction to well-hidden Midnight Lake,D13,,Oregon
1912.2,5003,Pengra Pass,D13,,Oregon
1912.7,5040,Old Oregon Skyline Trail,D13,,Oregon
1913.8,5090,Highway 58 near Willamette Pass,D13,,Oregon
1914,5130,Trailhead-parking spur trail,E1,,Oregon
1916,5730,Ridge above South (Lower) Rosary Lake,E1,,Oregon
1916.6,5830,Middle Rosary Lake,E1,,Oregon
1916.9,5830,North Rosary Lake,E1,,Oregon
1917.5,6060,Maiden Lake Trail 41,E1,,Oregon
1918,6170,Switchback west to a saddle,E1,,Oregon
1919.3,6070,Minor saddle,E2,,Oregon
1920.4,5800,Maiden Peak Trail,E2,,Oregon
1922.6,5440,Bobby Lake Trail 3663,E2,,Oregon
1922.8,5470,Moore Creek Trail 40 to Bobby Lake,E2,,Oregon
1924.2,5980,Climb northwest to a saddle,E2,,Oregon
1925.5,6220,Twin Peaks Trail 3595,E3,,Oregon
1927.9,6320,Cluster of three ponds,E3,,Oregon
1930.4,5725,Charlton Lake Trail 3570,E3,,Oregon
1931,5840,Road 5897,E3,,Oregon
1932.4,5965,Lily Lake Trail 19,E3,,Oregon
1935.7,5550,Taylor Lake,E5,,Oregon
1936,5549,Road 600 at Irish Lake,E5,,Oregon
1936.8,5575,Riffle Lake,E5,,Oregon
1938,5730,Climb to a higher ridge,E5,,Oregon
1938.6,5657,East shore of Brahma Lake,E5,,Oregon
1939.7,5855,Jezebel Lake,E5,,Oregon
1940.7,6045,Stormy Lake,E5,,Oregon
1941,5950,Blaze Lake,E5,,Oregon
1943.1,5750,Cougar Flat,E6,,Oregon
1945.1,5340,Tadpole Lake,E6,,Oregon
1945.5,5250,Elk Creek and Winopee Lake trails,E6,,Oregon
1946.7,5250,Snowshoe Lake Trail 33,E6,,Oregon
1947.1,5160,Mink Lake Loop Trail 3526,E6,,Oregon
1948.6,5040,Spur trail to Moody Lake,E6,,Oregon
1949.4,5130,Cliff Lake Trail Mink Lake Loop Trail 3526,E6,,Oregon
1950.2,5225,Climb gently to a seasonal creek,E6,,Oregon
1950.8,5330,Goose Rock and Senoj Lake trails,E6,,Oregon
1951.2,5320,Large east-end campsite,E6,,Oregon
1951.7,5438,Island Lake,E6,,Oregon
1952.4,5502,Dumbbell Lake,E6,,Oregon
1954.6,5660,Past many ponds to a low divide,E6,,Oregon
1955.1,5460,Junction with old OST,E7,,Oregon
1957,5235,Sunset Lake Trail 351 7A,E7,,Oregon
1958.3,5250,Island Meadow Trail to Elk Lake,E7,,Oregon
1958.3,5250,Elk Lake Resort,E7,,Oregon
1959.6,5300,Horse Lake Trail 23516,E7,,Oregon
1964.2,5980,Camelot Lake,E9,,Oregon
1964.3,5980,Sisters Mirror Lake,E9,,Oregon
1964.7,5990,Junction with Nash Lake Trail 3527 and Mirror Lake Trail 20,E9,,Oregon
1965,6030,Junction with Wickiup Plain Trail,E9,,Oregon
1966.2,6210,Broad county-line divide,E9,,Oregon
1966.7,6160,Side trail to Wickiup Plain Trail,E9,,Oregon
1967.9,6010,Descend to a creek,E10,,Oregon
1968.7,5700,North Fork of Mesa Creek,E10,,Oregon
1969.3,5920,Junction Aith James Creek Trail,E10,,Oregon
1971.4,6320,Cross Hinton Creek,E10,,Oregon
1971.9,6400,Cross Separation Creek,E10,,Oregon
1972.3,6460,Clear lakelet with good campsites,E10,,Oregon
1973.6,6270,Foley Ridge Trail 3511,E10,,Oregon
1975.3,6440,Linton Meadows Trail,E10,,Oregon
1977.4,6380,Obsidian Trail 3528,E12,,Oregon
1979,6370,Glacier Way Trail 3528A,E12,,Oregon
1979.9,6210,White Branch creek,E12,,Oregon
1982.1,6650,Minnie Scott Spring,E12,,Oregon
1983,6300,Scott Trail 3551,E12,,Oregon
1985.5,6040,South Matthieu Lake,E12,,Oregon
1985.6,6070,South junction with old OST route to North Matthieu Lake,E12,,Oregon
1987.7,5450,North junction with old OST route to North Matthieu Lake,E13,,Oregon
1988.4,5310,Trail to Lava camp Lake junction to a large trailhead parking area,E13,,Oregon
1989.5,5280,McKenzie Highway (242),E13,,Oregon
1989.8,5210,Highway 242 at McKenzie Pass small trailhead parking area,E13,,Oregon
1992.1,6120,Spur trail to summit of Little Belknap,F1,,Oregon
1994.6,5320,Fresh looking lava flow,F1,,Oregon
1997.1,5710,Washington Ponds spur trail very difficult to find,F1,,Oregon
1999.5,5200,Coldwater Spring,F1,,Oregon
2000,5050,Unmarked climbers trail to Washington Peak,F2,,Oregon
2000.9,4760,Descend north to fork with broad trail,F2,,Oregon
2002.9,4680,Old Santiam Wagon Road,F2,,Oregon
2004.9,4790,Lily-pad pond,F2,,Oregon
2006.9,4810,Cross Santiam Highway (US Highway 20) junction to Douthit Spring,F3,,Oregon
2008.3,5200,Santiam Lake Trail 3491,F3,,Oregon
2010.8,6000,Curve north-northwest cross-country hike to Summit Lake,F3,,Oregon
2013.4,6390,Round the peaks northwest spur,F3,,Oregon
2013.9,6500,Saddle along the Cascade divide,F3,,Oregon
2017.1,5350,Minto Pass Trail 3437 south to Wasco Lake,F4,,Oregon
2017.6,5430,Wasco Lake loop trail (#65),F4,,Oregon
2019.8,6210,Southeast spur of Peak 6488,F4,,Oregon
2020.8,6250,Rockpile Lake,F4,,Oregon
2021.3,6140,Trail forks as Trail 69,F4,,Oregon
2022.3,6300,Swallow Lake Trail 3488,F4,,Oregon
